ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000256980,4,2,0,2,2,0,0,0
ENSG00000256981,0,0,0,0,0,0,0,0
ENSG00000256986,0,0,0,0,0,0,0,0
ENSG00000256987,1,2,2,2,2,2,3,2
ENSG00000257005,0,0,0,0,0,0,0,0
ENSG00000257008,0,0,0,0,0,0,0,0
ENSG00000257012,0,0,0,0,0,0,0,0
ENSG00000257016,0,0,0,0,0,0,0,0
ENSG00000257017,3,4,5,13,7,6,5,4
ENSG00000257021,0,0,0,0,0,0,0,0
ENSG00000257035,0,0,0,0,0,0,0,0
ENSG00000257037,0,1,1,0,1,1,3,0
ENSG00000257043,1,0,0,1,1,1,2,3
ENSG00000257046,0,0,0,0,0,0,0,0
ENSG00000257053,0,0,0,0,0,0,0,0
ENSG00000257062,0,0,0,0,0,0,0,0
ENSG00000257065,0,0,0,0,0,0,0,0
ENSG00000257070,0,0,0,0,0,0,0,0
ENSG00000257074,0,0,0,0,1,1,0,0
ENSG00000257075,0,0,1,0,0,0,1,0
ENSG00000257078,0,0,0,0,0,0,0,0
ENSG00000257087,0,0,0,0,0,1,1,0
ENSG00000257093,271,172,270,122,261,236,239,245
ENSG00000257094,0,0,0,0,0,0,0,0
ENSG00000257101,1,0,1,0,3,0,2,3
ENSG00000257103,9,22,7,12,23,31,191,53
ENSG00000257108,35,28,32,18,22,32,29,29
ENSG00000257109,0,0,0,0,0,0,0,0
ENSG00000257113,0,0,0,0,0,0,0,0
ENSG00000257115,0,0,0,0,0,0,0,0
ENSG00000257119,0,1,0,0,0,0,0,0
ENSG00000257121,0,0,0,0,0,0,0,0
ENSG00000257122,24,23,135,72,101,115,35,107
ENSG00000257125,0,0,0,0,0,0,0,0
ENSG00000257127,1,3,3,1,6,3,4,2
ENSG00000257128,0,0,0,0,0,0,0,0
ENSG00000257129,0,0,0,0,0,0,0,0
ENSG00000257138,0,0,0,0,0,0,0,0
ENSG00000257142,0,0,1,0,0,0,0,0
ENSG00000257146,0,0,0,0,0,1,0,0
ENSG00000257150,1,5,5,9,0,10,2,17
ENSG00000257157,0,0,0,0,0,0,0,0
ENSG00000257159,0,0,1,0,0,0,0,0
ENSG00000257162,0,0,0,0,0,0,0,0
ENSG00000257169,0,0,0,0,0,0,0,0
ENSG00000257171,0,0,0,0,0,0,0,0
ENSG00000257173,0,0,0,0,0,0,0,0
ENSG00000257175,0,0,0,0,0,0,1,0
ENSG00000257179,0,0,0,0,0,0,0,0
ENSG00000257184,0,0,0,0,0,0,0,0
ENSG00000257195,0,0,0,0,0,0,0,0
ENSG00000257198,1,1,1,1,10,0,0,0
ENSG00000257199,0,0,0,0,0,0,0,0
ENSG00000257207,0,0,2,2,49,91,24,15
ENSG00000257210,0,0,0,2,0,1,0,1
ENSG00000257215,0,0,0,0,0,0,0,0
ENSG00000257218,640,629,646,423,518,759,369,502
ENSG00000257220,0,0,0,0,0,0,0,0
ENSG00000257224,0,0,0,0,0,0,0,0
ENSG00000257231,0,0,0,0,0,0,0,0
ENSG00000257232,0,0,0,0,0,0,0,0
ENSG00000257237,0,0,0,0,0,0,0,0
ENSG00000257243,0,0,3,1,1,0,2,0
ENSG00000257246,0,0,1,1,2,4,0,3
ENSG00000257254,0,0,0,0,0,0,0,0
ENSG00000257267,687,554,835,413,927,1051,566,628
ENSG00000257281,0,0,0,0,0,0,0,0
ENSG00000257287,0,0,0,0,0,0,0,0
ENSG00000257288,0,0,0,1,0,0,0,0
ENSG00000257289,0,0,0,0,0,0,0,0
ENSG00000257292,0,0,0,0,0,0,0,0
ENSG00000257296,0,0,0,0,0,0,0,0
ENSG00000257300,0,0,0,0,0,0,0,0
ENSG00000257302,0,0,0,0,0,0,0,0
ENSG00000257307,0,1,5,0,3,6,0,2
ENSG00000257308,0,0,0,0,0,0,0,0
ENSG00000257315,798,504,703,379,840,1226,658,743
ENSG00000257316,0,1,0,0,0,0,0,0
ENSG00000257323,0,0,0,0,0,0,0,0
ENSG00000257331,0,0,0,0,0,0,0,0
ENSG00000257332,0,0,1,0,0,1,0,0
ENSG00000257335,0,0,0,0,0,6,0,1
ENSG00000257336,1,0,0,0,1,0,0,0
ENSG00000257341,2,0,0,1,0,0,0,0
ENSG00000257343,0,0,0,0,0,0,0,0
ENSG00000257350,0,0,0,0,0,0,0,0
ENSG00000257355,0,0,0,0,0,1,0,0
ENSG00000257356,0,0,0,0,0,0,0,0
ENSG00000257360,0,0,0,0,4,0,0,0
ENSG00000257364,0,0,0,0,0,0,0,0
ENSG00000257365,346,248,425,183,501,633,356,278
ENSG00000257368,0,0,0,0,0,0,0,0
ENSG00000257376,0,1,0,0,0,1,1,0
ENSG00000257384,0,0,1,0,0,1,1,0
ENSG00000257389,0,0,0,0,0,0,0,0
ENSG00000257390,5,0,6,61,9,38,22,45
ENSG00000257392,0,0,0,0,0,0,0,0
ENSG00000257402,0,0,0,0,0,0,0,0
ENSG00000257403,2,2,0,0,0,0,0,1
ENSG00000257404,0,0,0,0,0,0,0,0
ENSG00000257405,0,0,0,0,0,0,0,0
ENSG00000257408,0,0,0,0,0,0,0,0
ENSG00000257411,0,0,0,21,0,11,34,12
ENSG00000257414,0,0,0,0,0,0,0,0
ENSG00000257415,0,0,0,0,0,0,0,0
ENSG00000257426,0,0,0,0,0,0,0,0
ENSG00000257432,0,0,0,0,0,0,0,0
ENSG00000257444,0,0,0,1,0,0,0,0
ENSG00000257446,0,3,3,5,3,1,2,1
ENSG00000257464,0,0,0,0,0,0,0,0
ENSG00000257465,0,0,0,0,0,0,0,0
ENSG00000257473,0,0,0,0,0,0,0,0
ENSG00000257480,0,0,0,0,0,0,0,0
ENSG00000257489,8,4,5,8,10,10,8,2
ENSG00000257493,0,0,0,0,0,0,0,0
ENSG00000257501,4,4,4,3,3,1,3,4
ENSG00000257503,0,0,0,0,0,0,0,0
ENSG00000257506,0,0,0,0,0,0,0,0
ENSG00000257511,12,10,8,9,17,12,15,7
ENSG00000257512,2,6,6,7,10,9,4,5
ENSG00000257513,0,0,0,0,0,1,0,0
ENSG00000257528,0,0,0,0,0,0,0,0
ENSG00000257529,33,4,43,27,44,67,64,9
ENSG00000257531,0,0,1,0,0,2,0,0
ENSG00000257539,0,0,0,1,4,1,1,1
ENSG00000257542,222,256,169,160,80,230,226,253
ENSG00000257558,0,0,0,0,0,0,0,0
ENSG00000257564,0,0,0,0,0,0,0,0
ENSG00000257569,0,0,1,0,0,0,0,0
ENSG00000257570,0,0,0,0,0,0,0,0
ENSG00000257572,0,0,0,0,0,0,0,0
ENSG00000257576,0,0,2,2,4,1,2,1
ENSG00000257580,0,0,0,1,0,0,0,0
ENSG00000257586,0,0,0,0,0,0,0,0
ENSG00000257591,29,23,27,17,38,26,35,17
ENSG00000257594,354,350,402,275,330,490,309,368
ENSG00000257604,0,0,0,0,0,0,0,0
ENSG00000257609,0,0,0,0,0,0,0,0
ENSG00000257611,0,0,0,0,0,0,0,0
ENSG00000257616,0,0,0,0,0,0,0,0
ENSG00000257624,0,0,0,0,1,1,0,0
ENSG00000257629,0,0,0,0,0,0,0,0
ENSG00000257635,0,0,0,0,0,0,0,0
ENSG00000257639,0,0,0,0,0,0,0,0
ENSG00000257643,0,0,1,0,1,0,0,0
ENSG00000257644,0,0,0,0,0,0,0,0
ENSG00000257645,1,0,1,0,1,3,0,1
ENSG00000257648,0,0,0,0,0,0,0,0
ENSG00000257649,0,0,0,0,0,0,0,0
ENSG00000257658,0,0,0,0,0,0,0,0
ENSG00000257662,0,0,0,0,0,0,0,0
ENSG00000257664,1,0,0,1,1,1,0,0
ENSG00000257666,0,0,0,1,0,0,0,0
ENSG00000257668,0,0,0,0,0,0,0,0
ENSG00000257672,0,0,0,0,0,0,0,0
ENSG00000257674,0,0,0,0,0,0,0,0
ENSG00000257675,0,0,0,0,0,0,0,0
ENSG00000257680,0,0,0,0,0,0,0,0
ENSG00000257687,0,0,0,0,0,0,0,0
ENSG00000257691,0,0,0,0,0,0,0,0
ENSG00000257704,161,143,125,106,123,138,146,145
ENSG00000257720,0,0,0,0,0,0,0,0
ENSG00000257721,0,0,0,0,0,0,0,0
ENSG00000257723,0,0,0,0,0,0,0,0
ENSG00000257727,551,497,765,417,724,726,565,535
ENSG00000257730,0,0,0,0,0,0,0,0
ENSG00000257731,0,0,0,0,0,0,0,0
ENSG00000257738,0,0,0,0,0,0,0,0
ENSG00000257743,1,0,0,0,0,0,0,0
ENSG00000257751,0,0,0,0,0,0,0,0
ENSG00000257752,2,3,2,2,2,4,0,3
ENSG00000257757,0,0,0,0,0,0,0,0
ENSG00000257758,0,0,1,0,0,0,0,0
ENSG00000257763,0,1,2,0,0,2,0,0
ENSG00000257767,166,129,74,103,182,255,126,306
ENSG00000257770,0,0,0,0,0,0,0,0
ENSG00000257773,0,1,1,2,3,3,0,0
ENSG00000257777,0,0,0,0,0,0,0,0
ENSG00000257779,0,0,0,0,0,0,0,0
ENSG00000257780,0,0,0,0,0,0,0,0
ENSG00000257786,0,0,0,0,0,1,0,0
ENSG00000257790,2,0,0,1,3,7,0,0
ENSG00000257792,0,0,0,0,0,0,0,0
ENSG00000257800,24,13,23,3,17,7,1,13
ENSG00000257802,0,0,0,1,0,0,1,0
ENSG00000257803,0,1,0,0,0,0,0,1
ENSG00000257807,0,0,0,0,1,0,0,0
ENSG00000257813,0,0,0,0,0,0,0,0
ENSG00000257818,0,0,0,0,2,1,1,0
ENSG00000257820,0,0,0,0,0,0,0,0
ENSG00000257823,0,0,0,0,0,0,0,0
ENSG00000257825,0,0,0,0,0,0,0,0
ENSG00000257838,0,0,1,1,1,0,0,0
ENSG00000257844,0,0,0,0,0,0,0,0
ENSG00000257846,0,0,0,0,0,0,0,0
ENSG00000257847,0,0,0,0,0,0,0,0
ENSG00000257848,0,0,0,0,0,0,0,0
ENSG00000257851,0,0,1,2,2,0,1,0
ENSG00000257852,0,0,0,0,0,0,0,0
ENSG00000257853,0,0,0,0,0,0,0,0
ENSG00000257855,0,0,0,0,0,0,0,0
ENSG00000257858,0,0,0,0,0,0,0,0
ENSG00000257864,0,0,0,0,0,0,0,0
ENSG00000257865,0,0,0,0,0,0,0,0
ENSG00000257872,0,0,0,0,0,0,0,0
ENSG00000257875,0,2,2,1,2,2,0,0
ENSG00000257884,0,0,0,0,0,0,0,1
ENSG00000257885,0,0,0,0,0,0,0,0
ENSG00000257896,4,9,4,1,11,9,6,9
ENSG00000257897,0,0,0,0,0,0,0,0
ENSG00000257905,0,0,0,0,0,0,0,0
ENSG00000257907,2,1,1,1,0,2,2,0
ENSG00000257915,0,0,0,1,1,0,0,0
ENSG00000257921,4,0,5,3,3,19,15,1
ENSG00000257923,3079,3084,3320,1900,4411,5526,2940,3652
ENSG00000257927,0,0,0,1,0,0,0,0
ENSG00000257941,0,1,2,3,7,2,0,1
ENSG00000257949,211,176,250,136,258,262,180,158
ENSG00000257950,31,38,27,20,23,68,39,32
ENSG00000257951,0,1,0,0,0,0,0,0
ENSG00000257954,0,0,0,0,0,1,0,0
ENSG00000257956,0,0,0,1,3,1,0,0
ENSG00000257957,0,0,0,1,0,0,0,0
ENSG00000257966,8,14,27,7,25,23,24,12
ENSG00000257976,0,0,0,0,0,0,0,0
ENSG00000257979,0,0,0,0,0,0,0,0
ENSG00000257991,0,0,0,0,0,0,0,0
ENSG00000257994,0,0,0,0,0,0,0,0
ENSG00000257998,0,0,0,0,1,0,0,0
ENSG00000258002,0,0,0,0,0,0,0,0
ENSG00000258011,1,0,1,0,0,0,0,0
ENSG00000258012,0,0,2,0,0,1,1,0
ENSG00000258013,1,0,2,0,0,0,0,0
ENSG00000258016,0,0,1,0,0,0,0,0
ENSG00000258021,0,0,0,0,0,0,0,0
ENSG00000258024,0,0,0,0,0,0,0,0
ENSG00000258027,0,0,0,0,0,0,0,0
ENSG00000258033,0,0,0,0,0,0,1,1
ENSG00000258036,0,0,0,0,0,0,0,0
ENSG00000258051,0,0,0,0,0,0,0,0
ENSG00000258052,0,0,0,0,0,0,1,0
ENSG00000258064,35,3,0,15,8,27,0,28
ENSG00000258065,0,0,0,0,0,0,0,0
ENSG00000258071,0,0,0,0,0,0,0,0
ENSG00000258072,0,0,0,0,0,0,0,0
ENSG00000258073,0,0,0,0,0,0,0,0
ENSG00000258074,0,0,0,0,0,0,0,0
ENSG00000258076,0,0,0,0,0,0,0,0
ENSG00000258080,0,2,4,1,6,0,0,0
ENSG00000258083,0,0,0,0,0,0,0,0
ENSG00000258090,0,0,0,1,0,0,1,0
ENSG00000258091,0,0,0,0,0,0,0,0
ENSG00000258102,64,50,94,38,69,122,70,102
ENSG00000258104,0,0,0,0,0,0,0,0
ENSG00000258111,0,0,0,0,0,0,0,0
ENSG00000258112,0,0,0,0,1,0,0,0
ENSG00000258116,0,0,0,0,0,0,0,0
ENSG00000258118,0,0,0,0,0,0,0,0
ENSG00000258120,0,0,0,0,0,0,0,0
ENSG00000258128,3,1,2,0,6,4,2,1
ENSG00000258130,59,43,76,21,71,45,51,33
ENSG00000258133,0,0,0,0,0,2,0,0
ENSG00000258134,0,0,0,0,0,0,0,0
ENSG00000258142,5,2,5,2,8,0,5,1
ENSG00000258148,0,0,0,0,0,0,0,0
ENSG00000258150,4,4,6,4,19,24,6,5
ENSG00000258153,0,0,1,0,0,1,0,0
ENSG00000258154,0,0,0,0,0,0,0,0
ENSG00000258159,0,0,0,0,0,0,0,0
ENSG00000258173,0,0,0,0,0,0,0,0
ENSG00000258179,0,0,0,0,0,0,0,0
ENSG00000258184,0,0,0,0,0,0,0,0
ENSG00000258186,6,0,0,1,0,0,2,0
ENSG00000258193,0,0,0,0,0,0,0,0
ENSG00000258202,0,0,0,0,0,0,0,0
ENSG00000258204,0,0,0,0,0,0,0,0
ENSG00000258205,0,0,0,0,0,0,0,0
ENSG00000258206,0,0,1,0,0,0,0,0
ENSG00000258212,0,0,0,0,0,0,0,0
ENSG00000258215,0,0,1,0,0,0,0,0
ENSG00000258223,0,0,0,0,0,0,0,0
ENSG00000258224,0,0,0,0,0,0,0,0
ENSG00000258227,0,0,2,0,1,0,0,0
ENSG00000258230,4,0,3,2,4,3,6,3
ENSG00000258233,2,0,0,0,0,4,3,3
ENSG00000258239,0,0,0,0,0,0,0,0
ENSG00000258244,0,0,0,0,0,0,0,0
ENSG00000258245,1,0,0,0,0,0,1,0
ENSG00000258251,0,0,0,0,0,0,0,0
ENSG00000258262,0,0,0,0,0,0,0,0
ENSG00000258271,0,0,0,0,0,0,0,0
ENSG00000258273,0,0,0,0,0,0,0,0
ENSG00000258275,0,0,0,0,0,0,0,0
ENSG00000258278,0,0,0,0,0,0,0,0
ENSG00000258282,0,0,0,0,0,0,0,0
ENSG00000258284,1,0,1,0,1,0,0,1
ENSG00000258288,0,0,0,0,1,0,0,0
ENSG00000258289,1715,1622,1821,1256,2126,2796,1469,1602
ENSG00000258290,0,0,0,0,0,0,0,0
ENSG00000258300,1,0,2,0,1,1,0,5
ENSG00000258304,0,0,0,0,0,0,0,0
ENSG00000258311,267,186,324,115,290,265,234,103
ENSG00000258315,872,772,925,499,880,1056,724,785
ENSG00000258316,0,0,0,0,0,0,0,0
ENSG00000258320,0,0,0,0,0,0,0,0
ENSG00000258324,0,0,0,0,0,0,0,0
ENSG00000258336,0,0,0,0,0,0,0,0
ENSG00000258350,0,0,0,0,0,0,0,0
ENSG00000258352,0,0,0,0,0,0,0,0
ENSG00000258357,0,0,0,0,0,1,0,0
ENSG00000258358,0,0,0,0,0,0,0,0
ENSG00000258359,1,2,2,0,2,5,2,0
ENSG00000258360,0,0,0,0,0,0,0,0
ENSG00000258366,309,211,387,132,301,259,231,242
ENSG00000258367,5,0,11,9,7,15,0,8
ENSG00000258368,0,0,0,0,0,0,0,0
ENSG00000258369,0,0,0,0,0,0,0,0
ENSG00000258373,0,0,0,0,0,0,0,0
ENSG00000258375,2,1,3,1,1,3,1,2
ENSG00000258381,0,0,0,0,0,0,0,0
ENSG00000258385,0,0,0,0,0,0,1,1
ENSG00000258387,0,0,0,0,0,0,0,0
ENSG00000258388,0,17,18,12,0,5,38,18
ENSG00000258392,0,0,0,0,0,0,0,0
ENSG00000258397,0,0,0,0,0,0,0,0
ENSG00000258401,0,0,0,0,0,0,0,0
ENSG00000258405,24,39,57,18,57,50,40,26
ENSG00000258406,0,0,0,0,0,0,0,0
ENSG00000258408,0,0,0,0,0,1,0,0
ENSG00000258411,0,0,0,0,0,0,0,0
ENSG00000258415,0,0,0,0,0,0,0,0
ENSG00000258417,0,1,0,1,0,1,3,0
ENSG00000258420,0,0,0,0,0,0,0,0
ENSG00000258421,0,0,0,0,0,0,0,0
ENSG00000258423,0,0,0,0,0,0,0,0
ENSG00000258427,0,0,0,0,0,0,0,0
ENSG00000258429,51,29,21,21,32,62,44,23
ENSG00000258431,0,0,0,0,0,0,0,0
ENSG00000258436,0,0,0,0,0,0,0,0
ENSG00000258438,0,0,0,0,0,0,0,0
ENSG00000258439,0,0,1,1,1,3,2,1
ENSG00000258440,0,0,0,0,0,0,0,0
ENSG00000258445,0,0,0,0,1,0,0,0
ENSG00000258446,0,0,0,0,0,0,0,0
ENSG00000258448,0,0,0,0,0,0,0,0
ENSG00000258452,0,0,0,0,0,0,0,0
ENSG00000258453,0,0,0,0,0,0,0,0
ENSG00000258456,0,0,0,0,0,0,0,0
ENSG00000258462,0,0,1,0,0,0,0,0
ENSG00000258463,0,0,0,0,0,0,0,0
ENSG00000258465,63,68,161,0,118,205,137,59
ENSG00000258466,8,0,1,0,0,7,3,2
ENSG00000258467,0,0,0,0,0,0,0,0
ENSG00000258468,0,0,0,0,0,0,0,0
ENSG00000258469,0,0,0,0,1,1,0,0
ENSG00000258472,59,44,26,26,56,71,50,35
ENSG00000258477,0,0,0,0,0,0,0,1
ENSG00000258482,0,0,0,0,0,0,0,0
ENSG00000258484,80,85,150,116,99,119,57,128
ENSG00000258485,0,0,0,0,0,0,0,0
ENSG00000258488,0,0,0,0,0,0,0,0
ENSG00000258491,0,0,0,0,0,0,0,0
ENSG00000258493,2,0,1,0,1,0,0,0
ENSG00000258494,0,0,0,0,0,0,0,0
ENSG00000258500,4,5,9,5,10,12,6,3
ENSG00000258501,0,1,1,0,1,1,0,0
ENSG00000258503,0,0,0,0,0,0,0,0
ENSG00000258505,0,0,0,0,0,0,0,0
ENSG00000258506,0,0,0,0,0,0,0,0
ENSG00000258509,0,0,0,0,0,0,0,0
ENSG00000258510,0,0,0,0,0,0,0,0
ENSG00000258513,0,1,0,0,0,0,0,0
ENSG00000258519,0,0,0,0,0,0,0,0
ENSG00000258524,0,0,1,0,1,0,5,2
ENSG00000258527,0,1,0,0,1,0,0,0
ENSG00000258529,2,0,2,0,6,5,0,5
ENSG00000258531,0,0,0,0,1,0,0,0
ENSG00000258536,0,0,0,0,0,0,0,0
ENSG00000258539,4,3,7,2,14,8,9,10
ENSG00000258540,0,0,0,0,0,0,0,0
ENSG00000258541,0,0,0,0,0,0,0,0
ENSG00000258542,0,0,0,0,0,1,0,0
ENSG00000258543,0,0,0,0,0,2,0,0
ENSG00000258544,1,0,0,0,0,0,0,0
ENSG00000258546,0,0,0,0,0,0,0,0
ENSG00000258549,0,0,0,0,0,0,0,0
ENSG00000258550,0,0,0,0,0,0,1,0
ENSG00000258552,0,0,0,0,0,0,0,0
ENSG00000258555,21,13,19,0,25,57,41,25
ENSG00000258557,0,0,0,0,0,0,0,0
ENSG00000258562,0,0,0,0,0,0,0,0
ENSG00000258563,0,0,1,0,0,1,0,0
ENSG00000258564,0,0,0,0,0,0,0,0
ENSG00000258565,1,1,0,0,0,0,0,0
ENSG00000258566,0,0,0,0,0,0,0,0
ENSG00000258567,0,0,0,0,0,0,1,0
ENSG00000258568,9,8,14,9,17,20,21,21
ENSG00000258570,0,0,0,0,0,0,0,0
ENSG00000258571,0,0,1,1,1,0,0,1
ENSG00000258577,0,0,0,0,0,0,0,0
ENSG00000258578,0,0,0,0,0,0,0,0
ENSG00000258581,0,0,0,1,1,0,2,0
ENSG00000258585,0,0,0,0,0,0,0,0
ENSG00000258587,0,0,0,0,0,0,0,0
ENSG00000258588,0,0,0,0,7,0,0,0
ENSG00000258589,0,0,0,0,0,2,0,0
ENSG00000258590,1,3,2,4,5,3,3,1
ENSG00000258591,0,3,0,2,3,0,3,0
ENSG00000258595,0,0,0,0,0,0,0,0
ENSG00000258597,0,0,0,0,0,0,0,0
ENSG00000258599,0,0,0,0,0,0,0,0
ENSG00000258605,0,0,0,0,0,0,0,0
ENSG00000258608,4,0,0,0,0,0,2,0
ENSG00000258611,0,1,2,0,0,1,0,2
ENSG00000258613,0,0,0,0,0,2,0,0
ENSG00000258615,0,0,0,0,0,0,0,0
ENSG00000258618,0,0,0,0,0,0,0,0
ENSG00000258619,0,0,0,0,0,0,0,0
ENSG00000258622,0,0,0,0,0,0,0,0
ENSG00000258624,0,0,0,0,0,0,0,0
ENSG00000258625,0,0,0,0,0,0,0,0
ENSG00000258626,0,0,0,0,0,0,0,0
ENSG00000258627,0,0,0,0,0,0,0,0
ENSG00000258628,0,1,6,0,2,0,1,1
ENSG00000258629,0,0,0,0,0,0,0,0
ENSG00000258632,0,0,0,0,0,0,0,0
ENSG00000258635,0,0,0,0,0,0,0,0
ENSG00000258638,0,0,0,0,0,0,0,0
ENSG00000258639,0,0,0,0,0,0,0,0
ENSG00000258640,0,1,0,0,0,0,0,1
ENSG00000258641,0,0,0,0,0,0,0,0
ENSG00000258643,212,191,214,109,275,403,198,221
ENSG00000258644,75,74,114,53,101,120,50,55
ENSG00000258645,0,0,0,0,0,0,0,0
ENSG00000258648,1,0,3,0,8,6,2,1
ENSG00000258650,0,0,0,0,0,0,1,0
ENSG00000258652,0,0,0,0,0,0,0,0
ENSG00000258653,5,0,0,14,22,20,25,20
ENSG00000258656,0,0,3,0,1,6,5,1
ENSG00000258659,250,170,336,152,269,269,177,235
ENSG00000258665,0,0,0,0,0,0,0,0
ENSG00000258668,0,0,0,0,0,0,0,0
ENSG00000258671,0,0,0,0,0,0,0,0
ENSG00000258674,38,42,73,20,49,102,41,18
ENSG00000258677,11,28,36,22,29,21,10,21
ENSG00000258679,7,4,11,6,12,7,7,7
ENSG00000258680,0,0,1,0,0,0,1,0
ENSG00000258681,0,0,0,0,0,0,0,0
ENSG00000258684,10,18,8,13,8,1,14,11
ENSG00000258685,0,0,0,0,0,0,0,0
ENSG00000258691,59,42,102,13,72,21,72,17
ENSG00000258692,0,0,0,0,1,0,0,0
ENSG00000258705,0,0,0,0,0,0,0,0
ENSG00000258706,0,0,0,0,0,0,0,0
ENSG00000258707,0,0,0,0,0,0,0,0
ENSG00000258712,0,0,0,0,0,0,0,0
ENSG00000258713,0,2,0,0,0,0,0,1
ENSG00000258721,0,0,0,0,0,0,0,0
ENSG00000258722,0,0,0,0,1,0,1,0
ENSG00000258724,0,0,2,0,0,0,0,0
ENSG00000258726,0,0,0,0,0,0,0,0
ENSG00000258728,3,0,0,0,0,0,0,0
ENSG00000258732,0,0,0,0,0,0,0,0
ENSG00000258734,0,0,0,1,0,0,0,0
ENSG00000258737,0,0,0,0,1,0,0,0
ENSG00000258739,0,0,0,0,0,0,0,0
ENSG00000258741,1,4,0,5,0,3,0,2
ENSG00000258746,0,0,0,0,0,0,0,0
ENSG00000258750,0,0,0,0,0,1,0,0
ENSG00000258758,0,0,0,0,0,0,0,0
ENSG00000258759,0,0,0,0,0,0,0,0
ENSG00000258762,0,0,0,0,0,0,0,0
ENSG00000258764,0,0,0,1,0,0,0,0
ENSG00000258767,0,0,0,0,0,0,0,0
ENSG00000258769,4,1,3,1,7,3,5,1
ENSG00000258771,0,0,0,0,0,0,0,0
ENSG00000258774,0,0,0,0,0,0,0,0
ENSG00000258778,0,3,4,1,1,3,2,1
ENSG00000258780,0,0,0,0,0,1,0,0
ENSG00000258781,0,0,0,0,0,0,0,0
ENSG00000258783,0,0,0,0,0,0,0,0
ENSG00000258786,0,0,0,0,0,0,0,0
ENSG00000258787,0,0,0,0,0,0,0,0
ENSG00000258788,6,0,2,1,12,3,1,1
ENSG00000258790,61,46,69,21,48,54,44,58
ENSG00000258794,0,0,0,0,0,0,0,0
ENSG00000258796,0,0,0,0,0,0,0,0
ENSG00000258797,0,0,0,0,0,0,0,0
ENSG00000258799,0,0,0,0,0,0,0,0
ENSG00000258802,0,0,0,1,0,0,0,0
ENSG00000258805,0,0,0,0,0,0,0,0
ENSG00000258806,1,0,1,0,1,0,1,0
ENSG00000258812,0,0,0,0,0,0,0,0
ENSG00000258816,0,0,0,0,0,0,0,0
ENSG00000258817,0,0,0,0,0,0,0,0
ENSG00000258818,507,879,663,834,448,611,624,1286
ENSG00000258822,0,0,0,0,0,0,0,0
ENSG00000258823,0,0,0,0,0,0,0,0
ENSG00000258828,0,0,0,0,0,0,0,0
ENSG00000258830,30,0,0,8,10,40,18,45
ENSG00000258834,0,0,0,0,0,0,0,0
ENSG00000258835,0,0,0,0,0,0,0,0
ENSG00000258836,0,0,0,0,0,0,0,0
ENSG00000258838,57,47,117,46,119,141,92,91
ENSG00000258839,155,145,214,131,163,202,182,176
ENSG00000258841,0,0,0,0,0,0,0,5
ENSG00000258846,0,0,0,0,1,0,1,1
ENSG00000258848,0,0,0,0,0,0,0,0
ENSG00000258849,0,0,0,0,0,0,0,0
ENSG00000258855,0,0,0,0,0,0,0,0
ENSG00000258856,0,0,0,0,0,0,0,0
ENSG00000258863,0,0,0,0,0,0,0,0
ENSG00000258864,0,0,0,0,0,0,0,0
ENSG00000258870,3,1,0,0,3,1,0,0
ENSG00000258872,0,0,0,0,0,0,0,1
ENSG00000258873,0,1,3,0,1,2,2,1
ENSG00000258877,0,0,0,0,0,0,0,0
ENSG00000258878,0,0,0,0,0,0,0,0
ENSG00000258880,0,0,0,0,0,0,0,0
ENSG00000258881,23,1,25,3,27,58,4,14
ENSG00000258883,0,0,0,1,0,0,0,0
ENSG00000258886,0,0,0,0,0,0,0,0
ENSG00000258887,0,0,0,0,0,0,0,0
ENSG00000258890,410,362,428,258,476,495,319,309
ENSG00000258893,0,0,0,1,0,0,0,0
ENSG00000258894,0,0,0,0,0,0,0,0
ENSG00000258895,0,0,0,0,0,0,0,0
ENSG00000258896,0,0,5,2,3,4,2,2
ENSG00000258899,0,0,0,0,0,0,0,0
ENSG00000258900,5,2,11,1,4,8,3,2
ENSG00000258901,0,0,0,0,0,0,0,0
ENSG00000258905,0,0,0,0,0,0,0,0
ENSG00000258906,0,0,0,0,0,0,0,0
ENSG00000258907,0,0,0,0,0,0,0,0
ENSG00000258915,0,0,0,0,0,0,0,0
ENSG00000258916,0,0,0,0,0,0,0,0
ENSG00000258917,0,1,1,1,1,0,1,0
ENSG00000258923,0,0,0,0,0,0,0,0
ENSG00000258925,0,0,0,0,0,1,0,0
ENSG00000258930,1,1,0,0,0,0,0,0
ENSG00000258932,1,2,5,1,3,4,1,2
ENSG00000258934,0,0,0,0,0,0,0,0
ENSG00000258941,0,0,0,0,0,0,0,0
ENSG00000258947,1109,367,853,144,805,448,525,179
ENSG00000258948,0,0,0,0,0,0,0,0
ENSG00000258951,1,0,1,0,0,1,0,1
ENSG00000258956,0,0,0,0,0,0,0,0
ENSG00000258960,1,1,0,0,1,0,1,1
ENSG00000258962,0,0,0,0,0,0,0,0
ENSG00000258963,0,0,0,0,0,0,0,0
ENSG00000258965,0,0,0,0,0,0,0,0
ENSG00000258966,0,0,0,0,0,0,0,0
ENSG00000258967,0,0,5,6,5,16,5,2
ENSG00000258968,0,0,0,0,0,0,1,0
ENSG00000258971,0,0,0,0,0,0,0,0
ENSG00000258972,0,0,0,0,0,0,0,0
